0.00000000e+00,0.00000000e+00.1,0.00000000e+00.2,-1.12877956e-08,0.00000000e+00.3,-2.27256391e-09,0.00000000e+00.4,0.00000000e+00.5
6.8664249e-07,2.47832928,6.8664249e-07,0.0124799739,6.8664249e-07,0.000827394248,6.8664249e-07,0.112651331
6.8764249e-07,2.48521481,6.8764249e-07,-0.012336917,6.8764249e-07,-0.000821224802,6.8764249e-07,0.11296431
6.8864249e-07,2.47805104,6.8864249e-07,0.0121913868,6.8864249e-07,0.000812460347,6.8864249e-07,0.112638684
6.8964249e-07,2.48483853,6.8964249e-07,-0.0120513478,6.8964249e-07,-0.000806438324,6.8964249e-07,0.112947206
6.9064249e-07,2.47777369,6.9064249e-07,0.0119088038,6.9064249e-07,0.000797820347,6.9064249e-07,0.112626077
6.9164249e-07,2.48446151,6.9164249e-07,-0.0117717183,6.9164249e-07,-0.000791943016,6.9164249e-07,0.112930069
6.9264249e-07,2.47749705,6.9264249e-07,0.0116320964,6.9264249e-07,0.000783468649,6.9264249e-07,0.112613502
6.9364249e-07,2.48408392,6.9364249e-07,-0.0114979012,6.9364249e-07,-0.00077773318,6.9364249e-07,0.112912906
6.9464249e-07,2.477221,6.9464249e-07,0.0113611394,6.9464249e-07,0.00076939968,6.9464249e-07,0.112600954
6.9564249e-07,2.4837059,6.9564249e-07,-0.0112297729,6.9564249e-07,-0.000763803517,6.9564249e-07,0.112895723
6.9664249e-07,2.47694538,6.9664249e-07,0.0110958102,6.9664249e-07,0.000755608468,6.9664249e-07,0.112588427
6.9764249e-07,2.48332756,6.9764249e-07,-0.0109672124,6.9764249e-07,-0.000750149201,6.9764249e-07,0.112878525
6.9864249e-07,2.4766701,6.9864249e-07,0.0108359893,6.9864249e-07,0.000742090301,6.9864249e-07,0.112575914
6.9964249e-07,2.48294903,6.9964249e-07,-0.0107101013,6.9964249e-07,-0.000736765692,6.9964249e-07,0.112861319
7.0064249e-07,2.47639503,7.0064249e-07,0.0105815601,7.0064249e-07,0.000728840715,7.0064249e-07,0.112563411
7.0164249e-07,2.4825704,7.0164249e-07,-0.0104583246,7.0164249e-07,-0.000723648573,7.0164249e-07,0.112844109
7.0264249e-07,2.47612008,7.0264249e-07,0.0103324084,7.0264249e-07,0.000715855369,7.0264249e-07,0.112550913
7.0364249e-07,2.48219178,7.0364249e-07,-0.0102117693,7.0364249e-07,-0.000710793561,7.0364249e-07,0.112826899
7.0464249e-07,2.47584516,7.0464249e-07,0.0100884228,7.0464249e-07,0.000703130001,7.0464249e-07,0.112538416
7.0564249e-07,2.48181324,7.0564249e-07,-0.00997032567,7.0564249e-07,-0.000698196389,7.0564249e-07,0.112809693
7.0664249e-07,2.47557019,7.0664249e-07,0.0098494946,7.0664249e-07,0.000690660383,7.0664249e-07,0.112525918
7.0764249e-07,2.48143488,7.0764249e-07,-0.00973388594,7.0764249e-07,-0.000685852887,7.0764249e-07,0.112792494
7.0864249e-07,2.47529509,7.0864249e-07,0.00961551752,7.0864249e-07,0.000678442347,7.0864249e-07,0.112513413
7.0964249e-07,2.48105674,7.0964249e-07,-0.00950234487,7.0964249e-07,-0.000673758855,7.0964249e-07,0.112775307
7.1064249e-07,2.4750198,7.1064249e-07,0.00938638755,7.1064249e-07,0.000666471693,7.1064249e-07,0.1125009
7.1164249e-07,2.48067891,7.1164249e-07,-0.00927559974,7.1164249e-07,-0.000661910146,7.1164249e-07,0.112758132
7.1264249e-07,2.47474426,7.1264249e-07,0.00916200298,7.1264249e-07,0.000654744301,7.1264249e-07,0.112488375
7.1364249e-07,2.48030143,7.1364249e-07,-0.00905355033,7.1364249e-07,-0.000650302619,7.1364249e-07,0.112740974
7.1464249e-07,2.47446841,7.1464249e-07,0.00894226466,7.1464249e-07,0.000643256025,7.1464249e-07,0.112475837
7.1564249e-07,2.47992436,7.1564249e-07,-0.00883609822,7.1564249e-07,-0.000638932179,7.1564249e-07,0.112723834
7.1664249e-07,2.47419222,7.1664249e-07,0.00872707531,7.1664249e-07,0.000632002774,7.1664249e-07,0.112463283
7.1764249e-07,2.47954773,7.1764249e-07,-0.00862314731,7.1764249e-07,-0.000627794693,7.1764249e-07,0.112706715
7.1864249e-07,2.47391563,7.1864249e-07,0.00851634007,7.1864249e-07,0.000620980465,7.1864249e-07,0.11245071
7.1964249e-07,2.4791716,7.1964249e-07,-0.00841460377,7.1964249e-07,-0.000616886128,7.1964249e-07,0.112689618
7.2064249e-07,2.4736386,7.2064249e-07,0.00830996592,7.2064249e-07,0.000610185048,7.2064249e-07,0.112438118
7.2164249e-07,2.47879599,7.2164249e-07,-0.00821037562,7.2164249e-07,-0.000606202431,7.2164249e-07,0.112672545
7.2264249e-07,2.47336112,7.2264249e-07,0.00810786203,7.2264249e-07,0.000599612496,7.2264249e-07,0.112425505
7.2364249e-07,2.47842095,7.2364249e-07,-0.00801037315,7.2364249e-07,-0.000595739598,7.2364249e-07,0.112655498
7.2464249e-07,2.47308314,7.2464249e-07,0.00790993981,7.2464249e-07,0.000589258814,7.2464249e-07,0.11241287
7.2564249e-07,2.47804648,7.2564249e-07,-0.00781450857,7.2564249e-07,-0.000585493639,7.2564249e-07,0.112638476
7.2664249e-07,2.47280464,7.2664249e-07,0.00771611178,7.2664249e-07,0.000579120038,7.2664249e-07,0.112400211
7.2764249e-07,2.47767263,7.2764249e-07,-0.00762269557,7.2764249e-07,-0.000575460641,7.2764249e-07,0.112621483
7.2864249e-07,2.4725256,7.2864249e-07,0.00752629337,7.2864249e-07,0.000569192249,7.2864249e-07,0.112387527
7.2964249e-07,2.4772994,7.2964249e-07,-0.00743485017,7.2964249e-07,-0.000565636685,7.2964249e-07,0.112604518
7.3064249e-07,2.472246,7.3064249e-07,0.00734040113,7.3064249e-07,0.000559471595,7.3064249e-07,0.112374818
7.3164249e-07,2.47692683,7.3164249e-07,-0.00725089012,7.3164249e-07,-0.000556017926,7.3164249e-07,0.112587583
7.3264249e-07,2.47196582,7.3264249e-07,0.00715835372,7.3264249e-07,0.000549954208,7.3264249e-07,0.112362083
7.3364249e-07,2.47655491,7.3364249e-07,-0.00707073467,7.3364249e-07,-0.000546600556,7.3364249e-07,0.112570678
7.3464249e-07,2.47168505,7.3464249e-07,0.0069800714,7.3464249e-07,0.000540636332,7.3464249e-07,0.112349321
7.3564249e-07,2.47618368,7.3564249e-07,-0.00689430532,7.3564249e-07,-0.000537380792,7.3564249e-07,0.112553804
7.3664249e-07,2.47140369,7.3664249e-07,0.00680547611,7.3664249e-07,0.000531514191,7.3664249e-07,0.112336531
7.3764249e-07,2.47581312,7.3764249e-07,-0.00672152466,7.3764249e-07,-0.000528354931,7.3764249e-07,0.11253696
7.3864249e-07,2.47112171,7.3864249e-07,0.00663449183,7.3864249e-07,0.000522584116,7.3864249e-07,0.112323714
7.3964249e-07,2.47544327,7.3964249e-07,-0.00655231735,7.3964249e-07,-0.000519519304,7.3964249e-07,0.112520148
7.4064249e-07,2.47083911,7.4064249e-07,0.00646704353,7.4064249e-07,0.000513842452,7.4064249e-07,0.112310869
7.4164249e-07,2.47507411,7.4164249e-07,-0.00638660937,7.4164249e-07,-0.000510870267,7.4164249e-07,0.112503369
7.4264249e-07,2.47055589,7.4264249e-07,0.00630305843,7.4264249e-07,0.000505285601,7.4264249e-07,0.112297995
7.4364249e-07,2.47470566,7.4364249e-07,-0.00622432849,7.4364249e-07,-0.000502404288,7.4364249e-07,0.112486621
7.4464249e-07,2.47027204,7.4464249e-07,0.00614246484,7.4464249e-07,0.000496910033,7.4464249e-07,0.112285093
7.4564249e-07,2.47433791,7.4564249e-07,-0.00606540396,7.4564249e-07,-0.000494117819,7.4564249e-07,0.112469905
7.4664249e-07,2.46998756,7.4664249e-07,0.00598519271,7.4664249e-07,0.000488712246,7.4664249e-07,0.112272162
7.4764249e-07,2.47397088,7.4764249e-07,-0.00590976661,7.4764249e-07,-0.000486007401,7.4764249e-07,0.112453222
7.4864249e-07,2.46970245,7.4864249e-07,0.0058311736,7.4864249e-07,0.000480688789,7.4864249e-07,0.112259202
7.4964249e-07,2.47360456,7.4964249e-07,-0.00575734846,7.4964249e-07,-0.000478069632,7.4964249e-07,0.112436571
7.5064249e-07,2.46941671,7.5064249e-07,0.00568034044,7.5064249e-07,0.000472836302,7.5064249e-07,0.112246214
7.5164249e-07,2.47323896,7.5164249e-07,-0.00560808299,7.5164249e-07,-0.000470301167,7.5164249e-07,0.112419952
7.5264249e-07,2.46913034,7.5264249e-07,0.0055326273,7.5264249e-07,0.000465151438,7.5264249e-07,0.112233197
7.5364249e-07,2.47287406,7.5364249e-07,-0.00546190545,7.5364249e-07,-0.000462698663,7.5364249e-07,0.112403366
7.5464249e-07,2.46884334,7.5464249e-07,0.00538797005,7.5464249e-07,0.000457630926,7.5464249e-07,0.112220152
7.5564249e-07,2.47250987,7.5564249e-07,-0.00531875209,7.5564249e-07,-0.000455258894,7.5564249e-07,0.112386812
7.5664249e-07,2.46855572,7.5664249e-07,0.00524630564,7.5664249e-07,0.000450271533,7.5664249e-07,0.112207078
7.5764249e-07,2.47214638,7.5764249e-07,-0.00517856085,7.5764249e-07,-0.00044797866,7.5764249e-07,0.11237029
7.5864249e-07,2.46826747,7.5864249e-07,0.00510757268,7.5864249e-07,0.000443070091,7.5864249e-07,0.112193976
7.5964249e-07,2.47178359,7.5964249e-07,-0.00504127041,7.5964249e-07,-0.000440854809,7.5964249e-07,0.1123538
7.6064249e-07,2.46797861,7.6064249e-07,0.00497171078,7.6064249e-07,0.000436023496,7.6064249e-07,0.112180846
7.6164249e-07,2.4714215,7.6164249e-07,-0.00490682121,7.6164249e-07,-0.000433884254,7.6164249e-07,0.112337341
7.6264249e-07,2.46768914,7.6264249e-07,0.00483866044,7.6264249e-07,0.000429128648,7.6264249e-07,0.112167688
7.6364249e-07,2.4710601,7.6364249e-07,-0.0047751548,7.6364249e-07,-0.000427063957,7.6364249e-07,0.112320914
7.6464249e-07,2.46739906,7.6464249e-07,0.0047083642,7.6464249e-07,0.000422382577,7.6464249e-07,0.112154503
7.6564249e-07,2.47069938,7.6564249e-07,-0.004646214,7.6564249e-07,-0.000420390944,7.6564249e-07,0.112304517
7.6664249e-07,2.46710838,7.6664249e-07,0.00458076535,7.6664249e-07,0.000415782298,7.6664249e-07,0.11214129
7.6764249e-07,2.47033934,7.6764249e-07,-0.00451994262,7.6764249e-07,-0.000413862261,7.6764249e-07,0.112288152
7.6864249e-07,2.4668171,7.6864249e-07,0.00445580833,7.6864249e-07,0.000409324926,7.6864249e-07,0.11212805
7.6964249e-07,2.46997998,7.6964249e-07,-0.00439628579,7.6964249e-07,-0.000407475047,7.6964249e-07,0.112271817
7.7064249e-07,2.46652524,7.7064249e-07,0.00433343889,7.7064249e-07,0.000403007601,7.7064249e-07,0.112114784
7.7164249e-07,2.46962127,7.7164249e-07,-0.00427518996,7.7164249e-07,-0.000401226469,7.7164249e-07,0.112255512
7.7264249e-07,2.4662328,7.7264249e-07,0.00421360405,7.7264249e-07,0.0003968275,7.7264249e-07,0.112101491
7.7364249e-07,2.46926323,7.7364249e-07,-0.00415660224,7.7364249e-07,-0.000395113749,7.7364249e-07,0.112239238
7.7464249e-07,2.46593979,7.7464249e-07,0.00409625155,7.7464249e-07,0.000390781887,7.7464249e-07,0.112088172
7.7564249e-07,2.46890583,7.7564249e-07,-0.00404047138,7.7564249e-07,-0.000389134169,7.7564249e-07,0.112222992
7.7664249e-07,2.46564621,7.7664249e-07,0.00398133006,7.7664249e-07,0.000384868066,7.7664249e-07,0.112074828
7.7764249e-07,2.46854908,7.7764249e-07,-0.00392674658,7.7764249e-07,-0.000383285026,7.7764249e-07,0.112206776
7.7864249e-07,2.46535208,7.7864249e-07,0.00386879044,7.7864249e-07,0.00037908339,7.7864249e-07,0.112061458
7.7964249e-07,2.46819296,7.7964249e-07,-0.00381537877,7.7964249e-07,-0.000377563716,7.7964249e-07,0.112190589
7.8064249e-07,2.4650574,7.8064249e-07,0.003758583,7.8064249e-07,0.000373425248,7.8064249e-07,0.112048063
7.8164249e-07,2.46783747,7.8164249e-07,-0.00370631946,7.8164249e-07,-0.000371967659,7.8164249e-07,0.11217443
7.8264249e-07,2.46476218,7.8264249e-07,0.00365066041,7.8264249e-07,0.000367891079,7.8264249e-07,0.112034644
7.8364249e-07,2.46748259,7.8364249e-07,-0.00359952111,7.8364249e-07,-0.000366494325,7.8364249e-07,0.1121583
7.8464249e-07,2.46446642,7.8464249e-07,0.00354497559,7.8464249e-07,0.00036247837,7.8464249e-07,0.112021201
7.8564249e-07,2.46712832,7.8564249e-07,-0.00349493755,7.8564249e-07,-0.000361141232,7.8564249e-07,0.112142197
7.8664249e-07,2.46417015,7.8664249e-07,0.00344148234,7.8664249e-07,0.000357184701,7.8664249e-07,0.112007734
7.8764249e-07,2.46677466,7.8764249e-07,-0.00339252304,7.8764249e-07,-0.000355905957,7.8764249e-07,0.112126121
7.8864249e-07,2.46387336,7.8864249e-07,0.00334013624,7.8864249e-07,0.000352007636,7.8864249e-07,0.111994244
7.8964249e-07,2.46642158,7.8964249e-07,-0.00329223331,7.8964249e-07,-0.000350786089,7.8964249e-07,0.112110072
7.9064249e-07,2.46357606,7.9064249e-07,0.00324089266,7.9064249e-07,0.000346944796,7.9064249e-07,0.11198073
7.9164249e-07,2.46606909,7.9164249e-07,-0.00319402462,7.9164249e-07,-0.000345779309,7.9164249e-07,0.11209405
7.9264249e-07,2.46327827,7.9264249e-07,0.00314370899,7.9264249e-07,0.000341993893,7.9264249e-07,0.111967194
7.9364249e-07,2.46571717,7.9364249e-07,-0.00309785453,7.9364249e-07,-0.000340883302,7.9364249e-07,0.112078053
7.9464249e-07,2.46297999,7.9464249e-07,0.00304854251,7.9464249e-07,0.00033715264,7.9464249e-07,0.111953636
7.9564249e-07,2.46536582,7.9564249e-07,-0.00300368098,7.9564249e-07,-0.000336095821,7.9564249e-07,0.112062083
7.9664249e-07,2.46268123,7.9664249e-07,0.00295535227,7.9664249e-07,0.00033241881,7.9664249e-07,0.111940056
7.9764249e-07,2.46501503,7.9764249e-07,-0.00291146314,7.9764249e-07,-0.000331414656,7.9764249e-07,0.112046138
7.9864249e-07,2.462382,7.9864249e-07,0.00286409738,7.9864249e-07,0.000327790198,7.9864249e-07,0.111926455
7.9964249e-07,2.46466478,7.9964249e-07,-0.00282116082,7.9964249e-07,-0.000326837657,7.9964249e-07,0.112030217
8.0064249e-07,2.46208231,8.0064249e-07,0.00277473848,8.0064249e-07,0.000323264663,8.0064249e-07,0.111912832
8.0164249e-07,2.46431507,8.0164249e-07,-0.00273273496,8.0164249e-07,-0.000322362675,8.0164249e-07,0.112014322
8.0264249e-07,2.46178216,8.0264249e-07,0.00268723649,8.0264249e-07,0.000318840125,8.0264249e-07,0.111899189
8.0364249e-07,2.4639659,8.0364249e-07,-0.00264614671,8.0364249e-07,-0.000317987642,8.0364249e-07,0.11199845
8.0464249e-07,2.46148157,8.0464249e-07,0.00260155351,8.0464249e-07,0.000314514497,8.0464249e-07,0.111885526
8.0564249e-07,2.46361725,8.0564249e-07,-0.00256135879,8.0564249e-07,-0.00031371051,8.0564249e-07,0.111982602
8.0664249e-07,2.46118055,8.0664249e-07,0.00251765202,8.0664249e-07,0.000310285782,8.0664249e-07,0.111871843
8.0764249e-07,2.46326911,8.0764249e-07,-0.00247833408,8.0764249e-07,-0.000309529291,8.0764249e-07,0.111966778
8.0864249e-07,2.46087909,8.0864249e-07,0.00243549564,8.0864249e-07,0.000306151961,8.0864249e-07,0.111858141
8.0964249e-07,2.46292148,8.0964249e-07,-0.00239703645,8.0964249e-07,-0.000305442012,8.0964249e-07,0.111950976
8.1064249e-07,2.46057722,8.1064249e-07,0.00235504863,8.1064249e-07,0.000302111134,8.1064249e-07,0.111844419
8.1164249e-07,2.46257434,8.1164249e-07,-0.00231743072,8.1164249e-07,-0.000301446748,8.1164249e-07,0.111935197
8.1264249e-07,2.46027494,8.1264249e-07,0.00227627605,8.1264249e-07,0.000298161371,8.1264249e-07,0.111830679
8.1364249e-07,2.46222769,8.1364249e-07,-0.00223948198,8.1364249e-07,-0.000297541613,8.1364249e-07,0.111919441
8.1464249e-07,2.45997225,8.1464249e-07,0.00219914337,8.1464249e-07,0.00029430082,8.1464249e-07,0.11181692
8.1564249e-07,2.46188153,8.1564249e-07,-0.00216315629,8.1564249e-07,-0.000293724764,8.1564249e-07,0.111903706
8.1664249e-07,2.45966917,8.1664249e-07,0.00212361703,8.1664249e-07,0.000290527638,8.1664249e-07,0.111803144
8.1764249e-07,2.46153584,8.1764249e-07,-0.00208842064,8.1764249e-07,-0.0002899944,8.1764249e-07,0.111887993
8.1864249e-07,2.4593657,8.1864249e-07,0.00204966433,8.1864249e-07,0.000286840034,8.1864249e-07,0.11178935
8.1964249e-07,2.46119061,8.1964249e-07,-0.00201524201,8.1964249e-07,-0.000286348728,8.1964249e-07,0.1118723
8.2064249e-07,2.45906185,8.2064249e-07,0.00197725272,8.2064249e-07,0.000283236269,8.2064249e-07,0.111775539
8.2164249e-07,2.46084584,8.2164249e-07,-0.0019435889,8.2164249e-07,-0.000282786022,8.2164249e-07,0.111856629
8.2264249e-07,2.45875763,8.2264249e-07,0.00190635092,8.2264249e-07,0.000279714604,8.2264249e-07,0.111761711
8.2364249e-07,2.46050152,8.2364249e-07,-0.00187342999,8.2364249e-07,-0.000279304572,8.2364249e-07,0.111840978
8.2464249e-07,2.45845305,8.2464249e-07,0.00183692782,8.2464249e-07,0.000276273352,8.2464249e-07,0.111747866
8.2564249e-07,2.46015764,8.2564249e-07,-0.00180473462,8.2564249e-07,-0.000275902709,8.2564249e-07,0.111825347
8.2664249e-07,2.45814812,8.2664249e-07,0.00176895319,8.2664249e-07,0.000272910862,8.2664249e-07,0.111734005
8.2764249e-07,2.45981419,8.2764249e-07,-0.00173747264,8.2764249e-07,-0.000272578792,8.2764249e-07,0.111809736
8.2864249e-07,2.45784283,8.2864249e-07,0.0017023974,8.2864249e-07,0.000269625517,8.2864249e-07,0.111720129
8.2964249e-07,2.45947118,8.2964249e-07,-0.00167161492,8.2964249e-07,-0.000269331225,8.2964249e-07,0.111794144
8.3064249e-07,2.45753721,8.3064249e-07,0.00163723131,8.3064249e-07,0.000266415729,8.3064249e-07,0.111706237
8.3164249e-07,2.45912858,8.3164249e-07,-0.0016071327,8.3164249e-07,-0.000266158425,8.3164249e-07,0.111778572
8.3264249e-07,2.45723125,8.3264249e-07,0.00157342651,8.3264249e-07,0.000263279933,8.3264249e-07,0.11169233
8.3364249e-07,2.45878639,8.3364249e-07,-0.00154399782,8.3364249e-07,-0.000263058871,8.3364249e-07,0.111763018
8.3464249e-07,2.45692497,8.3464249e-07,0.00151095503,8.3464249e-07,0.000260216624,8.3464249e-07,0.111678408
8.3564249e-07,2.45844461,8.3564249e-07,-0.00148218245,8.3564249e-07,-0.000260031017,8.3564249e-07,0.111747482
8.3664249e-07,2.45661837,8.3664249e-07,0.00144978976,8.3664249e-07,0.00025722428,8.3664249e-07,0.111664471
8.3764249e-07,2.45810322,8.3764249e-07,-0.00142165979,8.3764249e-07,-0.000257073429,8.3764249e-07,0.111731965
8.3864249e-07,2.45631145,8.3864249e-07,0.0013899037,8.3864249e-07,0.000254301461,8.3864249e-07,0.111650521
8.3964249e-07,2.45776223,8.3964249e-07,-0.00136240322,8.3964249e-07,-0.000254184627,8.3964249e-07,0.111716465
8.4064249e-07,2.45600424,8.4064249e-07,0.00133127092,8.4064249e-07,0.000251446718,8.4064249e-07,0.111636556
8.4164249e-07,2.45742161,8.4164249e-07,-0.00130438695,8.4164249e-07,-0.000251363207,8.4164249e-07,0.111700982
8.4264249e-07,2.45569672,8.4264249e-07,0.00127386566,8.4264249e-07,0.000248658649,8.4264249e-07,0.111622578
8.4364249e-07,2.45708138,8.4364249e-07,-0.00124758563,8.4364249e-07,-0.000248607769,8.4364249e-07,0.111685517
8.4464249e-07,2.45538891,8.4464249e-07,0.00121766254,8.4464249e-07,0.000245935885,8.4464249e-07,0.111608587
8.4564249e-07,2.45674152,8.4564249e-07,-0.0011919742,8.4564249e-07,-0.000245916944,8.4564249e-07,0.111670069
8.4664249e-07,2.45508082,8.4664249e-07,0.00116263749,8.4664249e-07,0.000243277073,8.4664249e-07,0.111594583
8.4764249e-07,2.45640202,8.4764249e-07,-0.00113752854,8.4764249e-07,-0.000243289413,8.4764249e-07,0.111654637
8.4864249e-07,2.45477245,8.4864249e-07,0.00110876571,8.4864249e-07,0.000240680889,8.4864249e-07,0.111580566
8.4964249e-07,2.45606288,8.4964249e-07,-0.00108422443,8.4964249e-07,-0.000240723858,8.4964249e-07,0.111639222
8.5064249e-07,2.4544638,8.5064249e-07,0.001056024,8.5064249e-07,0.000238146039,8.5064249e-07,0.111566537
8.5164249e-07,2.45572409,8.5164249e-07,-0.00103203864,8.5164249e-07,-0.000238219001,8.5164249e-07,0.111623822
8.5264249e-07,2.45415489,8.5264249e-07,0.00100438922,8.5264249e-07,0.000235671245,8.5264249e-07,0.111552495
8.5364249e-07,2.45538565,8.5364249e-07,-0.00098094851,8.5364249e-07,-0.000235773599,8.5364249e-07,0.111608439
8.5464249e-07,2.45384572,8.5464249e-07,0.000953838692,8.5464249e-07,0.000233255274,8.5464249e-07,0.111538442
8.5564249e-07,2.45504754,8.5564249e-07,-0.000930931293,8.5564249e-07,-0.000233386379,8.5564249e-07,0.11159307
8.5664249e-07,2.4535363,8.5664249e-07,0.000904350126,8.5664249e-07,0.000230896928,8.5664249e-07,0.111524377
8.5764249e-07,2.45470977,8.5764249e-07,-0.000881965304,8.5764249e-07,-0.000231056184,8.5764249e-07,0.111577717
8.5864249e-07,2.45322663,8.5864249e-07,0.000855901732,8.5864249e-07,0.000228594977,8.5864249e-07,0.111510301
8.5964249e-07,2.45437233,8.5964249e-07,-0.000834028751,8.5964249e-07,-0.000228781808,8.5964249e-07,0.111562379
8.6064249e-07,2.45291672,8.6064249e-07,0.00080847248,8.6064249e-07,0.000226348261,8.6064249e-07,0.111496214
8.6164249e-07,2.45403521,8.6164249e-07,-0.000787100611,8.6164249e-07,-0.000226562097,8.6164249e-07,0.111547055
8.6264249e-07,2.45260657,8.6264249e-07,0.000762041057,8.6264249e-07,0.000224155658,8.6264249e-07,0.111482117
8.6364249e-07,2.45369841,8.6364249e-07,-0.000741160332,8.6364249e-07,-0.000224395925,8.6364249e-07,0.111531746
8.6464249e-07,2.45229618,8.6464249e-07,0.000716587498,8.6464249e-07,0.00022201602,8.6464249e-07,0.111468008
8.6564249e-07,2.45336191,8.6564249e-07,-0.000696187831,8.6564249e-07,-0.000222282181,8.6564249e-07,0.111516451
8.6664249e-07,2.45198558,8.6664249e-07,0.000672091603,8.6664249e-07,0.000219928274,8.6664249e-07,0.11145389
8.6764249e-07,2.45302573,8.6764249e-07,-0.000652163027,8.6764249e-07,-0.000220219766,8.6764249e-07,0.111501169
8.6864249e-07,2.45167475,8.6864249e-07,0.000628533816,8.6864249e-07,0.000217891322,8.6864249e-07,0.111439761
8.6964249e-07,2.45268984,8.6964249e-07,-0.000609066595,8.6964249e-07,-0.000218207633,8.6964249e-07,0.111485902
8.7064249e-07,2.45136371,8.7064249e-07,0.000585894636,8.7064249e-07,0.000215904106,8.7064249e-07,0.111425623
8.7164249e-07,2.45235425,8.7164249e-07,-0.000566879615,8.7164249e-07,-0.000216244696,8.7164249e-07,0.111470648
8.7264249e-07,2.45105245,8.7264249e-07,0.000544155721,8.7264249e-07,0.000213965605,8.7264249e-07,0.111411475
8.7364249e-07,2.45201894,8.7364249e-07,-0.000525583509,8.7364249e-07,-0.000214329995,8.7364249e-07,0.111455407
8.7464249e-07,2.450741,8.7464249e-07,0.000503298434,8.7464249e-07,0.000212074816,8.7464249e-07,0.111397318
8.7564249e-07,2.45168393,8.7564249e-07,-0.000485159752,8.7564249e-07,-0.000212462483,8.7564249e-07,0.111440178
8.7664249e-07,2.45042934,8.7664249e-07,0.000463304475,8.7664249e-07,0.000210230725,8.7664249e-07,0.111383152
8.7764249e-07,2.45134919,8.7764249e-07,-0.000445590854,8.7764249e-07,-0.000210641198,8.7764249e-07,0.111424963
8.7864249e-07,2.45011749,8.7864249e-07,0.000424156643,8.7864249e-07,0.000208432369,8.7864249e-07,0.111368977
8.7964249e-07,2.45101473,8.7964249e-07,-0.000406858907,8.7964249e-07,-0.000208865167,8.7964249e-07,0.11140976
8.8064249e-07,2.44980544,8.8064249e-07,0.00038583731,8.8064249e-07,0.00020667882,8.8064249e-07,0.111354793
8.8164249e-07,2.45068053,8.8164249e-07,-0.000368947271,8.8164249e-07,-0.000207133467,8.8164249e-07,0.11139457
8.8264249e-07,2.44949321,8.8264249e-07,0.000348329597,8.8264249e-07,0.000204969107,8.8264249e-07,0.111340601
8.8364249e-07,2.45034661,8.8364249e-07,-0.000331838644,8.8364249e-07,-0.000205445158,8.8364249e-07,0.111379391
8.8464249e-07,2.4491808,8.8464249e-07,0.000311616893,8.8464249e-07,0.000203302342,8.8464249e-07,0.1113264
8.8564249e-07,2.45001294,8.8564249e-07,-0.000295517107,8.8564249e-07,-0.000203799325,8.8564249e-07,0.111364225
8.8664249e-07,2.44886822,8.8664249e-07,0.000275682859,8.8664249e-07,0.00020167763,8.8664249e-07,0.111312192
8.8764249e-07,2.44967954,8.8764249e-07,-0.000259966021,8.8764249e-07,-0.000202195118,8.8764249e-07,0.11134907
8.8864249e-07,2.44855546,8.8864249e-07,0.000240511778,8.8864249e-07,0.000200094075,8.8864249e-07,0.111297975
8.8964249e-07,2.44934638,8.8964249e-07,-0.000225170179,8.8964249e-07,-0.000200631648,8.8964249e-07,0.111333926
8.9064249e-07,2.44824253,8.9064249e-07,0.000206087558,8.9064249e-07,0.000198550838,8.9064249e-07,0.111283752
8.9164249e-07,2.44901347,8.9164249e-07,-0.000191113595,8.9164249e-07,-0.000199108072,8.9164249e-07,0.111318794
8.9264249e-07,2.44792944,8.9264249e-07,0.000172395479,8.9264249e-07,0.000197047084,8.9264249e-07,0.11126952
8.9364249e-07,2.44868081,8.9364249e-07,-0.00015778136,8.9364249e-07,-0.000197623554,8.9364249e-07,0.111303673
8.9464249e-07,2.44761619,8.9464249e-07,0.00013942027,8.9464249e-07,0.00019558198,8.9464249e-07,0.111255282
8.9564249e-07,2.44834839,8.9564249e-07,-0.000125158769,8.9564249e-07,-0.00019617727,8.9564249e-07,0.111288563
8.9664249e-07,2.44730279,8.9664249e-07,0.000107147155,8.9664249e-07,0.000194154709,8.9664249e-07,0.111241036
8.9764249e-07,2.4480162,8.9764249e-07,-9.32310926e-05,8.9764249e-07,-0.000194768441,8.9764249e-07,0.111273464
8.9864249e-07,2.44698923,8.9864249e-07,7.55621417e-05,8.9864249e-07,0.000192764494,8.9864249e-07,0.111226783
8.9964249e-07,2.44768425,8.9964249e-07,-6.19842613e-05,8.9964249e-07,-0.000193396276,8.9964249e-07,0.111258375
9.0064249e-07,2.44667553,9.0064249e-07,4.46506815e-05,9.0064249e-07,0.000191410551,9.0064249e-07,0.111212524
9.0164249e-07,2.44735252,9.0164249e-07,-3.14042354e-05,9.0164249e-07,-0.000192059999,9.0164249e-07,0.111243296
9.0264249e-07,2.44636168,9.0264249e-07,1.43992398e-05,9.0264249e-07,0.000190092135,9.0264249e-07,0.111198258
9.0364249e-07,2.44702102,9.0364249e-07,-1.4774609e-06,9.0364249e-07,-0.000190758875,9.0364249e-07,0.111228228
9.0464249e-07,2.44604769,9.0464249e-07,-1.52056971e-05,9.0464249e-07,0.000188808503,9.0464249e-07,0.111183986
9.0564249e-07,2.44668974,9.0564249e-07,2.78096513e-05,9.0564249e-07,-0.000189492182,9.0564249e-07,0.11121317
