0.00000000e+00,0.00000000e+00.1,0.00000000e+00.2,-1.12877956e-08,0.00000000e+00.3,-2.27256391e-09,0.00000000e+00.4,0.00000000e+00.5
4.48679772e-08,4.89132251,4.48679772e-08,-0.217335982,4.48679772e-08,-0.00186473103,4.48679772e-08,0.222332841
4.58679772e-08,4.89015773,4.58679772e-08,-0.227268634,4.58679772e-08,0.00186232091,4.58679772e-08,0.222279897
4.68679772e-08,4.89129821,4.68679772e-08,-0.217351017,4.68679772e-08,-0.00185995463,4.68679772e-08,0.222331737
4.78679772e-08,4.89018153,4.78679772e-08,-0.227253912,4.78679772e-08,0.00185760452,4.78679772e-08,0.222280979
4.88679772e-08,4.89127491,4.88679772e-08,-0.217365432,4.88679772e-08,-0.0018552968,4.88679772e-08,0.222330678
4.98679772e-08,4.89020435,4.98679772e-08,-0.227239797,4.98679772e-08,0.00185300428,4.98679772e-08,0.222282016
5.08679772e-08,4.89125257,5.08679772e-08,-0.217379254,5.08679772e-08,-0.00185075278,5.08679772e-08,0.222329662
5.18679772e-08,4.89022624,5.18679772e-08,-0.227226262,5.18679772e-08,0.00184851556,5.18679772e-08,0.222283011
5.28679772e-08,4.89123114,5.28679772e-08,-0.217392509,5.28679772e-08,-0.00184631801,5.28679772e-08,0.222328688
5.38679772e-08,4.89024723,5.38679772e-08,-0.227213283,5.38679772e-08,0.00184413384,5.38679772e-08,0.222283965
5.48679772e-08,4.89121059,5.48679772e-08,-0.21740522,5.48679772e-08,-0.00184198808,5.48679772e-08,0.222327754
5.58679772e-08,4.89026736,5.58679772e-08,-0.227200835,5.58679772e-08,0.00183985482,5.58679772e-08,0.22228488
5.68679772e-08,4.89119088,5.68679772e-08,-0.217417411,5.68679772e-08,-0.00183775874,5.68679772e-08,0.222326858
5.78679772e-08,4.89028666,5.78679772e-08,-0.227188896,5.78679772e-08,0.00183567434,5.78679772e-08,0.222285758
5.88679772e-08,4.89117198,5.88679772e-08,-0.217429103,5.88679772e-08,-0.00183362591,5.88679772e-08,0.222325999
5.98679772e-08,4.89030518,5.98679772e-08,-0.227177444,5.98679772e-08,0.00183158839,5.98679772e-08,0.222286599
6.08679772e-08,4.89115386,6.08679772e-08,-0.21744032,6.08679772e-08,-0.00182958571,6.08679772e-08,0.222325175
6.18679772e-08,4.89032293,6.18679772e-08,-0.227166458,6.18679772e-08,0.00182759315,6.18679772e-08,0.222287406
6.28679772e-08,4.89113648,6.28679772e-08,-0.21745108,6.28679772e-08,-0.00182563437,6.28679772e-08,0.222324386
6.38679772e-08,4.89033995,6.38679772e-08,-0.22715592,6.38679772e-08,0.00182368499,6.38679772e-08,0.222288179
6.48679772e-08,4.89111982,6.48679772e-08,-0.217461403,6.48679772e-08,-0.00182176833,6.48679772e-08,0.222323628
6.58679772e-08,4.89035627,6.58679772e-08,-0.227145808,6.58679772e-08,0.00181986036,6.58679772e-08,0.222288921
6.68679772e-08,4.89110384,6.68679772e-08,-0.217471308,6.68679772e-08,-0.00181798411,6.68679772e-08,0.222322902
6.78679772e-08,4.89037192,6.78679772e-08,-0.227136105,6.78679772e-08,0.0018161159,6.78679772e-08,0.222289633
6.88679772e-08,4.89108851,6.88679772e-08,-0.217480812,6.88679772e-08,-0.00181427844,6.88679772e-08,0.222322205
6.98679772e-08,4.89038693,6.98679772e-08,-0.227126795,6.98679772e-08,0.00181244838,6.98679772e-08,0.222290315
7.08679772e-08,4.89107382,7.08679772e-08,-0.217489934,7.08679772e-08,-0.00181064817,7.08679772e-08,0.222321537
7.18679772e-08,4.89040132,7.18679772e-08,-0.227117859,7.18679772e-08,0.00180885473,7.18679772e-08,0.222290969
7.28679772e-08,4.89105973,7.28679772e-08,-0.217498687,7.28679772e-08,-0.00180709025,7.28679772e-08,0.222320897
7.38679772e-08,4.89041512,7.38679772e-08,-0.227109283,7.38679772e-08,0.00180533196,7.38679772e-08,0.222291596
7.48679772e-08,4.89104622,7.48679772e-08,-0.217507091,7.48679772e-08,-0.00180360181,7.48679772e-08,0.222320283
7.58679772e-08,4.89042835,7.58679772e-08,-0.22710105,7.58679772e-08,0.00180187727,7.58679772e-08,0.222292198
7.68679772e-08,4.89103327,7.68679772e-08,-0.217515157,7.68679772e-08,-0.00180018005,7.68679772e-08,0.222319694
7.78679772e-08,4.89044103,7.78679772e-08,-0.227093146,7.78679772e-08,0.00179848792,7.78679772e-08,0.222292774
7.88679772e-08,4.89102085,7.88679772e-08,-0.217522901,7.88679772e-08,-0.00179682234,7.88679772e-08,0.222319129
7.98679772e-08,4.8904532,7.98679772e-08,-0.227085557,7.98679772e-08,0.00179516133,7.98679772e-08,0.222293327
8.08679772e-08,4.89100894,8.08679772e-08,-0.217530337,8.08679772e-08,-0.00179352613,8.08679772e-08,0.222318588
8.18679772e-08,4.89046486,8.18679772e-08,-0.227078271,8.18679772e-08,0.00179189498,8.18679772e-08,0.222293857
8.28679772e-08,4.89099752,8.28679772e-08,-0.217537478,8.28679772e-08,-0.00179028897,8.28679772e-08,0.222318069
8.38679772e-08,4.89047604,8.38679772e-08,-0.227071274,8.38679772e-08,0.00178868654,8.38679772e-08,0.222294366
8.48679772e-08,4.89098657,8.48679772e-08,-0.217544335,8.48679772e-08,-0.00178710853,8.48679772e-08,0.222317572
8.58679772e-08,4.89048676,8.58679772e-08,-0.227064553,8.58679772e-08,0.00178553366,8.58679772e-08,0.222294853
8.68679772e-08,4.89097608,8.68679772e-08,-0.217550922,8.68679772e-08,-0.00178398259,8.68679772e-08,0.222317094
8.78679772e-08,4.89049704,8.78679772e-08,-0.227058098,8.78679772e-08,0.00178243421,8.78679772e-08,0.22229532
8.88679772e-08,4.89096601,8.88679772e-08,-0.217557249,8.88679772e-08,-0.00178090901,8.88679772e-08,0.222316637
8.98679772e-08,4.89050689,8.98679772e-08,-0.227051896,8.98679772e-08,0.00177938607,8.98679772e-08,0.222295768
9.08679772e-08,4.89095636,9.08679772e-08,-0.217563328,9.08679772e-08,-0.0017778857,9.08679772e-08,0.222316198
9.18679772e-08,4.89051634,9.18679772e-08,-0.227045938,9.18679772e-08,0.00177638722,9.18679772e-08,0.222296197
9.28679772e-08,4.89094712,9.28679772e-08,-0.217569168,9.28679772e-08,-0.00177491075,9.28679772e-08,0.222315778
9.38679772e-08,4.8905254,9.38679772e-08,-0.227040212,9.38679772e-08,0.00177343577,9.38679772e-08,0.222296609
9.48679772e-08,4.89093825,9.48679772e-08,-0.217574781,9.48679772e-08,-0.00177198224,9.48679772e-08,0.222315375
9.58679772e-08,4.89053408,9.58679772e-08,-0.22703471,9.58679772e-08,0.00177052986,9.58679772e-08,0.222297004
9.68679772e-08,4.89092975,9.68679772e-08,-0.217580175,9.68679772e-08,-0.0017690984,9.68679772e-08,0.222314988
9.78679772e-08,4.89054241,9.78679772e-08,-0.227029422,9.78679772e-08,0.00176766772,9.78679772e-08,0.222297382
9.88679772e-08,4.8909216,9.88679772e-08,-0.21758536,9.88679772e-08,-0.00176625748,9.88679772e-08,0.222314618
9.98679772e-08,4.89055039,9.98679772e-08,-0.227024338,9.98679772e-08,0.00176484769,9.98679772e-08,0.222297745
1.00867977e-07,4.89091378,1.00867977e-07,-0.217590345,1.00867977e-07,-0.00176345783,1.00867977e-07,0.222314263
1.01867977e-07,4.89055804,1.01867977e-07,-0.22701945,1.01867977e-07,0.00176206811,1.01867977e-07,0.222298093
1.02867977e-07,4.89090629,1.02867977e-07,-0.217595137,1.02867977e-07,-0.00176069787,1.02867977e-07,0.222313922
1.03867977e-07,4.89056537,1.03867977e-07,-0.227014751,1.03867977e-07,0.00175932747,1.03867977e-07,0.222298426
1.04867977e-07,4.89089911,1.04867977e-07,-0.217599746,1.04867977e-07,-0.0017579761,1.04867977e-07,0.222313596
1.05867977e-07,4.8905724,1.05867977e-07,-0.227010231,1.05867977e-07,0.00175662427,1.05867977e-07,0.222298745
1.06867977e-07,4.89089223,1.06867977e-07,-0.217604178,1.06867977e-07,-0.00175529105,1.06867977e-07,0.222313283
1.07867977e-07,4.89057914,1.07867977e-07,-0.227005885,1.07867977e-07,0.00175395709,1.07867977e-07,0.222299052
1.08867977e-07,4.89088563,1.08867977e-07,-0.217608442,1.08867977e-07,-0.00175264134,1.08867977e-07,0.222312984
1.09867977e-07,4.8905856,1.09867977e-07,-0.227001703,1.09867977e-07,0.00175132457,1.09867977e-07,0.222299345
1.10867977e-07,4.89087931,1.10867977e-07,-0.217612543,1.10867977e-07,-0.00175002564,1.10867977e-07,0.222312696
1.11867977e-07,4.89059179,1.11867977e-07,-0.22699768,1.11867977e-07,0.00174872541,1.11867977e-07,0.222299627
1.12867977e-07,4.89087325,1.12867977e-07,-0.217616489,1.12867977e-07,-0.00174744266,1.12867977e-07,0.22231242
1.13867977e-07,4.89059772,1.13867977e-07,-0.226993809,1.13867977e-07,0.00174615836,1.13867977e-07,0.222299897
1.14867977e-07,4.89086744,1.14867977e-07,-0.217620287,1.14867977e-07,-0.00174489117,1.14867977e-07,0.222312156
1.15867977e-07,4.89060341,1.15867977e-07,-0.226990084,1.15867977e-07,0.00174362222,1.15867977e-07,0.222300155
1.16867977e-07,4.89086187,1.16867977e-07,-0.217623942,1.16867977e-07,-0.00174237003,1.16867977e-07,0.222311903
1.17867977e-07,4.89060886,1.17867977e-07,-0.226986497,1.17867977e-07,0.00174111584,1.17867977e-07,0.222300403
1.18867977e-07,4.89085653,1.18867977e-07,-0.21762746,1.18867977e-07,-0.0017398781,1.18867977e-07,0.222311661
1.19867977e-07,4.89061409,1.19867977e-07,-0.226983045,1.19867977e-07,0.00173863814,1.19867977e-07,0.222300641
1.20867977e-07,4.89085142,1.20867977e-07,-0.217630848,1.20867977e-07,-0.0017374143,1.20867977e-07,0.222311428
1.21867977e-07,4.8906191,1.21867977e-07,-0.226979721,1.21867977e-07,0.00173618805,1.21867977e-07,0.222300868
1.22867977e-07,4.89084651,1.22867977e-07,-0.217634109,1.22867977e-07,-0.00173497762,1.22867977e-07,0.222311205
1.23867977e-07,4.8906239,1.23867977e-07,-0.22697652,1.23867977e-07,0.00173376456,1.23867977e-07,0.222301086
1.24867977e-07,4.89084181,1.24867977e-07,-0.217637251,1.24867977e-07,-0.00173256705,1.24867977e-07,0.222310991
1.25867977e-07,4.8906285,1.25867977e-07,-0.226973437,1.25867977e-07,0.00173136672,1.25867977e-07,0.222301296
1.26867977e-07,4.89083731,1.26867977e-07,-0.217640277,1.26867977e-07,-0.00173018165,1.26867977e-07,0.222310787
1.27867977e-07,4.89063291,1.27867977e-07,-0.226970467,1.27867977e-07,0.0017289936,1.27867977e-07,0.222301496
1.28867977e-07,4.89083299,1.28867977e-07,-0.217643192,1.28867977e-07,-0.00172782055,1.28867977e-07,0.222310591
1.29867977e-07,4.89063714,1.29867977e-07,-0.226967606,1.29867977e-07,0.00172664432,1.29867977e-07,0.222301688
1.30867977e-07,4.89082886,1.30867977e-07,-0.217646001,1.30867977e-07,-0.00172548283,1.30867977e-07,0.222310403
1.31867977e-07,4.89064118,1.31867977e-07,-0.226964849,1.31867977e-07,0.00172431802,1.31867977e-07,0.222301872
1.32867977e-07,4.89082489,1.32867977e-07,-0.217648708,1.32867977e-07,-0.0017231677,1.32867977e-07,0.222310222
1.33867977e-07,4.89064506,1.33867977e-07,-0.226962191,1.33867977e-07,0.00172201388,1.33867977e-07,0.222302048
1.34867977e-07,4.89082109,1.34867977e-07,-0.217651317,1.34867977e-07,-0.00172087435,1.34867977e-07,0.22231005
1.35867977e-07,4.89064878,1.35867977e-07,-0.226959629,1.35867977e-07,0.00171973116,1.35867977e-07,0.222302217
1.36867977e-07,4.89081745,1.36867977e-07,-0.217653833,1.36867977e-07,-0.00171860202,1.36867977e-07,0.222309884
1.37867977e-07,4.89065235,1.37867977e-07,-0.226957159,1.37867977e-07,0.00171746906,1.37867977e-07,0.222302379
1.38867977e-07,4.89081397,1.38867977e-07,-0.217656258,1.38867977e-07,-0.00171634996,1.38867977e-07,0.222309726
1.39867977e-07,4.89065576,1.39867977e-07,-0.226954777,1.39867977e-07,0.0017152269,1.39867977e-07,0.222302535
1.40867977e-07,4.89081062,1.40867977e-07,-0.217658597,1.40867977e-07,-0.0017141175,1.40867977e-07,0.222309574
1.41867977e-07,4.89065903,1.41867977e-07,-0.226952479,1.41867977e-07,0.001713004,1.41867977e-07,0.222302683
1.42867977e-07,4.89080742,1.42867977e-07,-0.217660854,1.42867977e-07,-0.00171190395,1.42867977e-07,0.222309428
1.43867977e-07,4.89066217,1.43867977e-07,-0.226950263,1.43867977e-07,0.00171079967,1.43867977e-07,0.222302826
1.44867977e-07,4.89080435,1.44867977e-07,-0.217663031,1.44867977e-07,-0.00170970866,1.44867977e-07,0.222309289
1.45867977e-07,4.89066517,1.45867977e-07,-0.226948125,1.45867977e-07,0.00170861332,1.45867977e-07,0.222302962
1.46867977e-07,4.89080141,1.46867977e-07,-0.217665132,1.46867977e-07,-0.00170753104,1.46867977e-07,0.222309155
1.47867977e-07,4.89066805,1.47867977e-07,-0.226946061,1.47867977e-07,0.00170644431,1.47867977e-07,0.222303093
1.48867977e-07,4.8907986,1.48867977e-07,-0.217667159,1.48867977e-07,-0.00170537049,1.48867977e-07,0.222309027
1.49867977e-07,4.89067081,1.49867977e-07,-0.226944069,1.49867977e-07,0.0017042921,1.49867977e-07,0.222303218
1.50867977e-07,4.8907959,1.50867977e-07,-0.217669116,1.50867977e-07,-0.00170322645,1.50867977e-07,0.222308904
1.51867977e-07,4.89067345,1.51867977e-07,-0.226942146,1.51867977e-07,0.00170215611,1.51867977e-07,0.222303338
1.52867977e-07,4.89079331,1.52867977e-07,-0.217671006,1.52867977e-07,-0.00170109835,1.52867977e-07,0.222308787
1.53867977e-07,4.89067598,1.53867977e-07,-0.226940289,1.53867977e-07,0.00170003581,1.53867977e-07,0.222303454
1.54867977e-07,4.89079084,1.54867977e-07,-0.21767283,1.54867977e-07,-0.00169898571,1.54867977e-07,0.222308674
1.55867977e-07,4.8906784,1.55867977e-07,-0.226938496,1.55867977e-07,0.00169793077,1.55867977e-07,0.222303564
1.56867977e-07,4.89078846,1.56867977e-07,-0.217674592,1.56867977e-07,-0.00169688789,1.56867977e-07,0.222308567
1.57867977e-07,4.89068072,1.57867977e-07,-0.226936764,1.57867977e-07,0.00169584037,1.57867977e-07,0.222303669
1.58867977e-07,4.89078619,1.58867977e-07,-0.217676295,1.58867977e-07,-0.00169480466,1.58867977e-07,0.222308463
1.59867977e-07,4.89068295,1.59867977e-07,-0.226935091,1.59867977e-07,0.0016937642,1.59867977e-07,0.22230377
1.60867977e-07,4.89078401,1.60867977e-07,-0.217677939,1.60867977e-07,-0.00169273544,1.60867977e-07,0.222308364
1.61867977e-07,4.89068508,1.61867977e-07,-0.226933475,1.61867977e-07,0.00169170182,1.61867977e-07,0.222303867
1.62867977e-07,4.89078193,1.62867977e-07,-0.217679529,1.62867977e-07,-0.00169067979,1.62867977e-07,0.22230827
1.63867977e-07,4.89068712,1.63867977e-07,-0.226931912,1.63867977e-07,0.0016896528,1.63867977e-07,0.22230396
1.64867977e-07,4.89077993,1.64867977e-07,-0.217681065,1.64867977e-07,-0.00168863728,1.64867977e-07,0.222308179
1.65867977e-07,4.89068907,1.65867977e-07,-0.226930401,1.65867977e-07,0.00168761672,1.65867977e-07,0.222304049
1.66e-07,4.89077227,1.66e-07,-0.217687102,1.66e-07,-0.00168002087,1.66e-07,0.222307831
1.6601719e-07,4.89074608,1.6601719e-07,-0.22228781,1.6601719e-07,1.44621928e-05,1.6601719e-07,0.22230664
1.6605157e-07,4.89073177,1.6605157e-07,-0.222307276,1.6605157e-07,5.56052563e-05,1.6605157e-07,0.222305989
1.6612033e-07,4.8907361,1.6612033e-07,-0.222303452,1.6612033e-07,4.42754071e-05,1.6612033e-07,0.222306187
1.66257849e-07,4.89073154,1.66257849e-07,-0.222309863,1.66257849e-07,9.05454509e-05,1.66257849e-07,0.222305979
1.6644005e-07,4.89073114,1.6644005e-07,-0.222317102,1.6644005e-07,-7.62077549e-05,1.6644005e-07,0.222305961
1.6666729e-07,4.89066123,1.6666729e-07,-0.222521456,1.6666729e-07,-0.00359855275,1.6666729e-07,0.222302783
1.66815182e-07,4.89070724,1.66815182e-07,-0.222397719,1.66815182e-07,-0.00717609306,1.66815182e-07,0.222304875
1.66950828e-07,4.89070783,1.66950828e-07,-0.222428093,1.66950828e-07,-0.0105232699,1.66950828e-07,0.222304902
1.67e-07,4.89069846,1.67e-07,-0.222436771,1.67e-07,-0.0114161729,1.67e-07,0.222304476
1.67019583e-07,4.89072178,1.67019583e-07,-0.222368479,1.67019583e-07,-0.0117183346,1.67019583e-07,0.222305535
1.6705875e-07,4.89077472,1.6705875e-07,-0.22222437,1.6705875e-07,-0.0120056648,1.6705875e-07,0.222307942
1.67135506e-07,4.89080478,1.67135506e-07,-0.222164603,1.67135506e-07,-0.0121437294,1.67135506e-07,0.222309308
1.67289019e-07,4.8907529,1.67289019e-07,-0.222281793,1.67289019e-07,-0.0118753065,1.67289019e-07,0.22230695
1.67471742e-07,4.8907594,1.67471742e-07,-0.222262965,1.67471742e-07,-0.0114466012,1.67471742e-07,0.222307245
1.67720871e-07,4.89271233,1.67720871e-07,-0.216408272,1.67720871e-07,-0.0214116393,1.67720871e-07,0.222396015
1.67973415e-07,4.90108406,1.67973415e-07,-0.190728816,1.67973415e-07,-0.0626204684,1.67973415e-07,0.222776548
1.68251427e-07,4.92603036,1.68251427e-07,-0.111010397,1.68251427e-07,-0.121881488,1.68251427e-07,0.223910471
1.6844329e-07,4.92606878,1.6844329e-07,-0.09319039,1.6844329e-07,-0.13153098,1.6844329e-07,0.223912218
