0.00000000e+00,0.00000000e+00.1,0.00000000e+00.2,-1.35578944e-08
5.02527339e-07,4.67789718,5.02527339e-07,-0.552053511
5.02563792e-07,4.69946655,5.02563792e-07,-0.544483898
5.02636697e-07,4.73084842,5.02636697e-07,-0.526256416
5.02782506e-07,4.78042785,5.02782506e-07,-0.452736657
5.03007132e-07,4.82606572,5.03007132e-07,-0.357709272
5.03273685e-07,4.83922561,5.03273685e-07,-0.325385485
5.03582244e-07,4.84051864,5.03582244e-07,-0.322575589
5.03922425e-07,4.84022225,5.03922425e-07,-0.322742819
5.04553112e-07,4.84047906,5.04553112e-07,-0.322641848
5.05814486e-07,4.84023082,5.05814486e-07,-0.322737557
5.08337235e-07,4.84047532,5.08337235e-07,-0.322643397
5.13382733e-07,4.84023261,5.13382733e-07,-0.322736929
5.23473728e-07,4.84047444,5.23473728e-07,-0.322643683
5.43655719e-07,4.84023305,5.43655719e-07,-0.32273679
5.840197e-07,4.84047422,5.840197e-07,-0.32264375
6.440197e-07,4.84023319,6.440197e-07,-0.322736757
6.57e-07,4.84047395,6.57e-07,-0.322643832
6.5725e-07,4.84035644,6.5725e-07,-0.322668332
6.5775e-07,4.84035105,6.5775e-07,-0.322656307
6.5822001e-07,4.84035539,6.5822001e-07,-0.323290275
6.58725292e-07,4.84035093,6.58725292e-07,-0.327318522
6.59235484e-07,4.84036684,6.59235484e-07,-0.332175403
6.595e-07,4.84034736,6.595e-07,-0.33390313
6.59548807e-07,4.84035888,6.59548807e-07,-0.333867363
6.59646422e-07,4.84040896,6.59646422e-07,-0.333682744
6.59841651e-07,4.84092153,6.59841651e-07,-0.337114761
6.60030988e-07,4.84212444,6.60030988e-07,-0.348485804
6.60333043e-07,4.8457242,6.60333043e-07,-0.330424373
6.60535547e-07,4.8383618,6.60535547e-07,-0.320606696
6.60734272e-07,4.81469,6.60734272e-07,-0.316057394
6.60866452e-07,4.7857215,6.60866452e-07,-0.308286409
6.60998465e-07,4.72564095,6.60998465e-07,-0.29311025
6.6126249e-07,4.01271812,6.6126249e-07,-0.0939272613
6.6150035e-07,3.18871674,6.6150035e-07,-0.0309645743
6.61755683e-07,2.51913316,6.61755683e-07,-0.0335020326
6.62023289e-07,2.19444052,6.62023289e-07,0.00635811365
6.62386424e-07,2.16224541,6.62386424e-07,-0.008331667
6.62849057e-07,2.16224914,6.62849057e-07,0.00797380197
6.63322692e-07,2.16444414,6.63322692e-07,-0.00789342751
6.63956023e-07,2.15988266,6.63956023e-07,0.00779624225
6.65151639e-07,2.16214578,6.65151639e-07,-0.00778709221
6.66810859e-07,2.15594602,6.66810859e-07,0.00773409094
6.70053722e-07,2.15550004,6.70053722e-07,-0.00774754221
6.75556784e-07,2.14405706,6.75556784e-07,0.0077128653
6.76e-07,2.14742765,6.76e-07,-0.00764029693
6.76040089e-07,2.14561887,6.76040089e-07,-0.000249059793
6.76120266e-07,2.14505393,6.76120266e-07,0.000273603322
6.7628062e-07,2.14523425,6.7628062e-07,-0.000135582868
6.76495055e-07,2.14459204,6.76495055e-07,-0.000361063901
6.76727772e-07,2.14440714,6.76727772e-07,-0.00512751184
6.76884386e-07,2.14387429,6.76884386e-07,-0.00876267534
6.77e-07,2.14387261,6.77e-07,-0.0116307085
6.77017357e-07,2.14378507,6.77017357e-07,-0.011716678
6.77052072e-07,2.14372301,6.77052072e-07,-0.0119256533
6.77121502e-07,2.14370142,6.77121502e-07,-0.0121246172
6.77260362e-07,2.14354884,6.77260362e-07,-0.0119046469
6.77440447e-07,2.14332267,6.77440447e-07,-0.0114621681
6.7768045e-07,2.14641709,6.7768045e-07,-0.0189042014
6.77923092e-07,2.19101261,6.77923092e-07,-0.0510990558
6.78220574e-07,2.70194781,6.78220574e-07,-0.0802576379
6.78442943e-07,2.81716073,6.78442943e-07,-0.136407908
6.78651034e-07,2.81088037,6.78651034e-07,-0.0528966707
6.78805814e-07,2.82288478,6.78805814e-07,-0.0665539444
6.78969595e-07,2.81201993,6.78969595e-07,-0.0075552144
6.7927812e-07,2.82028324,6.7927812e-07,-0.023379489
6.79654033e-07,2.81014124,6.79654033e-07,0.0162369662
6.80144505e-07,2.8182949,6.80144505e-07,-0.0164278354
6.80673147e-07,2.80846974,6.80673147e-07,0.0160339149
6.81730431e-07,2.815458,6.81730431e-07,-0.0158839042
6.8373121e-07,2.80322428,6.8373121e-07,0.0157503314
6.876943e-07,2.80512415,6.876943e-07,-0.0157368961
6.9562048e-07,2.78275303,6.9562048e-07,0.0156767913
7.11472839e-07,2.7643769,7.11472839e-07,-0.0156998292
7.43177559e-07,2.70226522,7.43177559e-07,0.0156590823
8.03177559e-07,2.61255847,8.03177559e-07,-0.0156893932
8.63177559e-07,2.50904,8.63177559e-07,0.0156541439
9.23177559e-07,2.42601807,9.23177559e-07,-0.0156817064
9.83177559e-07,2.3291273,9.83177559e-07,0.0156491564
9.9e-07,2.32774381,9.9e-07,-0.0156504728
9.9025e-07,2.32317616,9.9025e-07,-0.000205302054
9.9075e-07,2.32241305,9.9075e-07,0.000165322655
9.91293087e-07,2.32167896,9.91293087e-07,-0.000207472186
9.91336725e-07,2.32158869,9.91336725e-07,-3.64713118e-05
9.91423999e-07,2.32146523,9.91423999e-07,-1.31237866e-05
9.91540366e-07,2.3212962,9.91540366e-07,-0.000441171235
9.91681647e-07,2.32109416,9.91681647e-07,-0.00120157582
9.91837225e-07,2.32096885,9.91837225e-07,-0.00448215864
9.92007549e-07,2.31925193,9.92007549e-07,-0.0164299862
9.92150768e-07,2.31246898,9.92150768e-07,-0.0287656198
9.92295921e-07,2.29819118,9.92295921e-07,-0.00943437689
9.92427181e-07,2.26674183,9.92427181e-07,-0.00908574743
9.925e-07,2.19308297,9.925e-07,-0.0213260179
9.92511821e-07,2.16805205,9.92511821e-07,-0.0263459965
9.92535462e-07,2.10403059,9.92535462e-07,-0.038178144
9.92582745e-07,1.95758772,9.92582745e-07,-0.0332696175
9.92677311e-07,1.77111723,9.92677311e-07,-0.0110180545
9.92797672e-07,1.6865424,9.92797672e-07,-0.00244473857
9.92929046e-07,1.65804922,9.92929046e-07,-0.00012800691
9.93086074e-07,1.64481393,9.93086074e-07,-0.000897699427
9.93367543e-07,1.63822514,9.93367543e-07,0.00047404091
9.93840281e-07,1.63728066,9.93840281e-07,-0.000561128471
9.94587692e-07,1.63662673,9.94587692e-07,0.000543728851
9.96082513e-07,1.63494377,9.96082513e-07,-0.000563668966
9.99072156e-07,1.63184691,9.99072156e-07,0.000544153053
1.00505144e-06,1.62543361,1.00505144e-06,-0.000563717203
1.01e-06,1.62027365,1.01e-06,0.000544287117
1.0101e-06,1.62014171,1.0101e-06,-4.12564446e-05
1.0103e-06,1.61992189,1.0103e-06,-2.09110629e-05
1.01056538e-06,1.61964142,1.01056538e-06,-7.64372563e-05
1.01085386e-06,1.61934003,1.01085386e-06,-0.00132446674
1.011e-06,1.61927408,1.011e-06,-0.00346752505
1.01101615e-06,1.61927445,1.01101615e-06,-0.00363280392
1.01104845e-06,1.61927046,1.01104845e-06,-0.00413261843
1.01111305e-06,1.6189197,1.01111305e-06,-0.0108906699
1.01123309e-06,1.61565136,1.01123309e-06,-0.0629266367
1.01133891e-06,1.60904038,1.01133891e-06,-0.112522696
1.01143534e-06,1.77551825,1.01143534e-06,-0.429109293
1.01152973e-06,2.92813978,1.01152973e-06,-0.907335574
1.01159927e-06,4.13490179,1.01159927e-06,-0.984673016
1.01167919e-06,4.5225988,1.01167919e-06,-0.879596116
1.0117527e-06,4.60995968,1.0117527e-06,-0.795715992
1.01183323e-06,4.70687208,1.01183323e-06,-0.694179885
1.01195523e-06,4.76712261,1.01195523e-06,-0.539571058
1.01211238e-06,4.81903792,1.01211238e-06,-0.411043537
1.01240179e-06,4.83614011,1.01240179e-06,-0.323867325
1.01268203e-06,4.84333994,1.01268203e-06,-0.324496581
1.01305377e-06,4.8375165,1.01305377e-06,-0.320855277
1.0135192e-06,4.84306353,1.0135192e-06,-0.324572931
1.01445004e-06,4.83770307,1.01445004e-06,-0.320783863
1.01631174e-06,4.84297251,1.01631174e-06,-0.324608111
1.02003513e-06,4.83774803,1.02003513e-06,-0.320766596
1.02748191e-06,4.84295021,1.02748191e-06,-0.324616657
1.04237548e-06,4.83775915,1.04237548e-06,-0.320762342
1.07216261e-06,4.84294467,1.07216261e-06,-0.324618779
1.13173686e-06,4.83776193,1.13173686e-06,-0.320761286
1.166e-06,4.84294214,1.166e-06,-0.324619746
1.1661e-06,4.84048561,1.1661e-06,-0.322593979
1.1663e-06,4.84023474,1.1663e-06,-0.322648931
1.16651107e-06,4.84044119,1.16651107e-06,-0.323450642
1.16673855e-06,4.84019017,1.16673855e-06,-0.328119968
1.1669191e-06,4.84042975,1.1669191e-06,-0.332475886
1.167e-06,4.84026381,1.167e-06,-0.334284996
1.167019e-06,4.84033465,1.167019e-06,-0.334430496
1.16705699e-06,4.84040778,1.16705699e-06,-0.334555616
1.16713297e-06,4.84042539,1.16713297e-06,-0.334645998
1.16728494e-06,4.84038382,1.16728494e-06,-0.334480575
1.1674657e-06,4.84040103,1.1674657e-06,-0.334069868
1.16770375e-06,4.84235877,1.16770375e-06,-0.338299271
1.16795279e-06,4.85022149,1.16795279e-06,-0.353862367
1.1682264e-06,4.87227458,1.1682264e-06,-0.33383697
1.16841667e-06,4.86753234,1.16841667e-06,-0.325314768
1.16857835e-06,4.84309316,1.16857835e-06,-0.323886744
1.16869235e-06,4.81685011,1.16869235e-06,-0.321086335
1.16882185e-06,4.75547277,1.16882185e-06,-0.316665112
1.16903166e-06,3.98540381,1.16903166e-06,-0.255347063
1.16932914e-06,1.96972052,1.16932914e-06,-0.111806509
1.16953278e-06,1.85621226,1.16953278e-06,-0.123326874
1.16976487e-06,1.895797,1.16976487e-06,-0.126987691
1.17008053e-06,1.8515102,1.17008053e-06,-0.122269827
1.17050199e-06,1.88779593,1.17050199e-06,-0.126864758
1.1709642e-06,1.85097994,1.1709642e-06,-0.122364421
1.17188862e-06,1.88416752,1.17188862e-06,-0.126566543
1.1733003e-06,1.84862024,1.1733003e-06,-0.122246797
1.176e-06,1.87911847,1.176e-06,-0.126207354
1.1761e-06,1.85826046,1.1761e-06,-0.123780839
1.1763e-06,1.85649086,1.1763e-06,-0.123613623
1.17651117e-06,1.85763951,1.17651117e-06,-0.124646623
1.1767386e-06,1.85604834,1.1767386e-06,-0.129004498
1.17691943e-06,1.85709276,1.17691943e-06,-0.133572242
1.177e-06,1.85592004,1.177e-06,-0.135197029
1.17701901e-06,1.85631263,1.17701901e-06,-0.135405368
1.17705704e-06,1.8564366,1.17705704e-06,-0.135567983
1.17713309e-06,1.85626672,1.17713309e-06,-0.135684034
1.1772852e-06,1.85613605,1.1772852e-06,-0.135547864
1.17746604e-06,1.8558859,1.17746604e-06,-0.135098088
1.17770408e-06,1.85698228,1.17770408e-06,-0.140637854
1.17795335e-06,1.86252268,1.17795335e-06,-0.160190564
1.17823215e-06,1.88569702,1.17823215e-06,-0.133762305
1.17845334e-06,2.04823026,1.17845334e-06,-0.137220771
1.17865719e-06,2.48360543,1.17865719e-06,-0.166655786
1.17882924e-06,2.5281772,1.17882924e-06,-0.168007033
1.17900565e-06,2.50309441,1.17900565e-06,-0.167198117
1.17926586e-06,2.52144522,1.17926586e-06,-0.167701925
1.1795759e-06,2.50225195,1.1795759e-06,-0.167101544
1.18014277e-06,2.51832387,1.18014277e-06,-0.167580029
1.1806562e-06,2.50102072,1.1806562e-06,-0.167018107
1.18168304e-06,2.51565225,1.18168304e-06,-0.16741281
1.18338524e-06,2.49718166,1.18338524e-06,-0.16675618
1.1863977e-06,2.50850581,1.1863977e-06,-0.166939823
1.19211218e-06,2.48434873,1.19211218e-06,-0.16589884
1.20191909e-06,2.48546551,1.20191909e-06,-0.165404884
1.22153291e-06,2.44132965,1.22153291e-06,-0.163030476
1.26076056e-06,2.40002585,1.26076056e-06,-0.159709467
1.32076056e-06,2.30120164,1.32076056e-06,-0.15368889
1.38076056e-06,2.23434011,1.38076056e-06,-0.14866443
1.44076056e-06,2.14184535,1.44076056e-06,-0.143065498
1.493e-06,2.08936734,1.493e-06,-0.139000216
1.49325e-06,2.0823792,1.49325e-06,-0.138820362
1.49375e-06,2.08157908,1.49375e-06,-0.138768098
1.49429372e-06,2.08107698,1.49429372e-06,-0.138748762
1.49433774e-06,2.0809401,1.49433774e-06,-0.138739363
1.49442579e-06,2.08081817,1.49442579e-06,-0.138726191
1.49454114e-06,2.0806771,1.49454114e-06,-0.139157649
1.49468136e-06,2.08050441,1.49468136e-06,-0.139876709
1.49483624e-06,2.08077854,1.49483624e-06,-0.141839042
1.49500626e-06,2.07370783,1.49500626e-06,-0.172697942
1.4951495e-06,2.04128246,1.4951495e-06,-0.261660152
1.49529507e-06,1.9112782,1.49529507e-06,-0.333558089
1.49541123e-06,1.40258679,1.49541123e-06,-0.298929208
1.4955e-06,1.36466629,1.4955e-06,-0.227529889
1.4955114e-06,1.3797868,1.4955114e-06,-0.217611007
1.49553421e-06,1.39190713,1.49553421e-06,-0.197537602
1.49557982e-06,1.39799321,1.49557982e-06,-0.162183072
1.49567104e-06,1.41308695,1.49567104e-06,-0.119149978
1.4958431e-06,1.41703001,1.4958431e-06,-0.0950277734
1.4960017e-06,1.41920026,1.4960017e-06,-0.0948369274
1.49626086e-06,1.41688155,1.49626086e-06,-0.0944158195
1.49663752e-06,1.41853798,1.49663752e-06,-0.0945722661
1.49739086e-06,1.41598982,1.49739086e-06,-0.0943557612
1.49889752e-06,1.41657955,1.49889752e-06,-0.0944408566
1.5e-06,1.41380685,1.5e-06,-0.0942111545
1.50016113e-06,1.41454218,1.50016113e-06,-0.094290495
1.50048338e-06,1.41432156,1.50048338e-06,-0.094266867
1.50112789e-06,1.41372439,1.50112789e-06,-0.0942396379
1.50123464e-06,1.41365659,1.50123464e-06,-0.094241359
1.50144812e-06,1.4134772,1.50144812e-06,-0.0942292006
1.50165303e-06,1.41329085,1.50165303e-06,-0.095140383
1.5018431e-06,1.41347517,1.5018431e-06,-0.0972665425
1.50203621e-06,1.40573873,1.50203621e-06,-0.138869939
1.50218914e-06,1.37666145,1.50218914e-06,-0.234604742
1.50231979e-06,2.31634562,1.50231979e-06,-0.384873601
1.50242518e-06,4.30684965,1.50242518e-06,-0.553950299
1.5025e-06,4.7068086,1.5025e-06,-0.565321634
1.50251076e-06,4.68938053,1.50251076e-06,-0.55922702
1.50253227e-06,4.67948639,1.50253227e-06,-0.551356914
1.5025753e-06,4.70452186,1.5025753e-06,-0.542496904
1.50266136e-06,4.73920954,1.50266136e-06,-0.517570313
1.50279558e-06,4.78388419,1.50279558e-06,-0.446301147
1.50303262e-06,4.82880322,1.50303262e-06,-0.351351297
1.50331664e-06,4.83986313,1.50331664e-06,-0.323794122
1.50367846e-06,4.84051475,1.50367846e-06,-0.32253756
1.50401281e-06,4.84023608,1.50401281e-06,-0.322737815
1.50468151e-06,4.84046587,1.50468151e-06,-0.32264745
1.5060189e-06,4.84024369,1.5060189e-06,-0.322731917
1.50869369e-06,4.84046261,1.50869369e-06,-0.322649028
1.51404327e-06,4.84024524,1.51404327e-06,-0.322731305
1.52474243e-06,4.84046185,1.52474243e-06,-0.322649301
1.54614076e-06,4.84024562,1.54614076e-06,-0.322731177
1.5889374e-06,4.84046166,1.5889374e-06,-0.322649362
1.6489374e-06,4.84024574,1.6489374e-06,-0.322731145
1.657e-06,4.84046129,1.657e-06,-0.322649483
1.65725e-06,4.84035618,1.65725e-06,-0.322668399
1.65775e-06,4.8403513,1.65775e-06,-0.32265623
1.65822001e-06,4.84035515,1.65822001e-06,-0.323290329
1.65872529e-06,4.84035115,1.65872529e-06,-0.327318515
1.65923548e-06,4.84036663,1.65923548e-06,-0.332175324
1.6595e-06,4.84034754,1.6595e-06,-0.333903156
1.65954881e-06,4.8403589,1.65954881e-06,-0.33386735
1.65964642e-06,4.84040895,1.65964642e-06,-0.333682724
1.65984166e-06,4.84092159,1.65984166e-06,-0.337115095
1.660031e-06,4.84212456,1.660031e-06,-0.34848664
1.66033303e-06,4.84572448,1.66033303e-06,-0.330424467
1.66053553e-06,4.83836248,1.66053553e-06,-0.320608626
1.66073425e-06,4.81469301,1.66073425e-06,-0.316059591
1.66086642e-06,4.78572901,1.66086642e-06,-0.308291524
1.66099843e-06,4.72565646,1.66099843e-06,-0.293122852
1.66126246e-06,4.01256584,1.66126246e-06,-0.0939756753
1.66149991e-06,3.19219179,1.66149991e-06,-0.0307865831
1.66175491e-06,2.52028575,1.66175491e-06,-0.0339652474
1.66202198e-06,2.13330276,1.66202198e-06,0.00203272338
1.66237407e-06,2.08706555,1.66237407e-06,-0.00472203255
1.6628158e-06,2.08966432,1.6628158e-06,0.00448356254
1.66327617e-06,2.08949828,1.66327617e-06,-0.00458073068
1.66386028e-06,2.08733666,1.66386028e-06,0.00460829257
1.6650113e-06,2.08745713,1.6650113e-06,-0.00465936343
1.66664286e-06,2.08360462,1.66664286e-06,0.00465004783
1.66970525e-06,2.08130902,1.66970525e-06,-0.00468428013
1.67499755e-06,2.0726147,1.67499755e-06,0.00466334076
1.676e-06,2.07306452,1.676e-06,-0.00471284426
1.67608139e-06,2.07213457,1.67608139e-06,8.2975382e-05
1.67624418e-06,2.07175932,1.67624418e-06,3.39028691e-05
1.67646128e-06,2.07164906,1.67646128e-06,-0.000191077325
1.67673518e-06,2.07095697,1.67673518e-06,-0.00517447541
1.67690894e-06,2.07077044,1.67690894e-06,-0.00946611617
1.677e-06,2.07052957,1.677e-06,-0.0115124635
1.67701647e-06,2.07052423,1.67701647e-06,-0.0116739781
1.67704942e-06,2.07051367,1.67704942e-06,-0.011915169
1.67711531e-06,2.07047935,1.67711531e-06,-0.0121036587
1.67724709e-06,2.07036067,1.67724709e-06,-0.0119366816
1.67742595e-06,2.07012678,1.67742595e-06,-0.011463524
1.67766215e-06,2.07275024,1.67766215e-06,-0.0177589409
1.67790001e-06,2.10800753,1.67790001e-06,-0.0478138815
1.67820722e-06,2.62545084,1.67820722e-06,-0.0784626882
1.67843249e-06,2.74430645,1.67843249e-06,-0.136505474
1.67864543e-06,2.73831636,1.67864543e-06,-0.0529303101
1.67880063e-06,2.75014254,1.67880063e-06,-0.0662101675
1.67896477e-06,2.73930288,1.67896477e-06,-0.00753645683
1.67929303e-06,2.7474515,1.67929303e-06,-0.0224574646
1.67967325e-06,2.73736391,1.67967325e-06,0.016266498
1.68017049e-06,2.74552622,1.68017049e-06,-0.0163454239
1.68070409e-06,2.7357168,1.68070409e-06,0.0159550181
1.68177129e-06,2.74273739,1.68177129e-06,-0.0158056898
1.68380361e-06,2.73053259,1.68380361e-06,0.0156747782
1.68778954e-06,2.73257257,1.68778954e-06,-0.0156605263
1.6957614e-06,2.71046253,1.6957614e-06,0.0156016727
