0.00000000e+00,1.97049302e-10,0.00000000e+00.1,-1.12584075e-08
1e-13,3.94118267e-06,1e-13,-0.129319342
2e-13,7.88216782e-06,2e-13,-0.112058791
4e-13,1.57641371e-05,4e-13,-0.131080395
8e-13,3.15280685e-05,8e-13,-0.0328556534
1.6e-12,6.3055892e-05,1.6e-12,0.573417966
3.2e-12,0.000126111295,3.2e-12,2.69730355
5.14285013e-12,0.000202677689,5.14285013e-12,3.33054597
7.13674509e-12,0.000281254922,7.13674509e-12,1.83523618
1e-11,0.000394091278,1e-11,-1.54509205
1.0398779e-11,0.000409806387,1.0398779e-11,-4.68343068
1.1196337e-11,0.000441236553,1.1196337e-11,-4.73403068
1.27914529e-11,0.000504096631,1.27914529e-11,-4.24794053
1.59816849e-11,0.000629816368,1.59816849e-11,-3.02963371
2.11812034e-11,0.000834718791,2.11812034e-11,-2.68848993
2.66433417e-11,0.00104997532,2.66433417e-11,-2.19258432
3.66433206e-11,0.00144408336,3.66433206e-11,-2.18828369
5.04096637e-11,0.00198667934,5.04096637e-11,-1.87581674
7.0284872e-11,0.00277017085,7.0284872e-11,-2.08304253
9.41088762e-11,0.00370951156,9.41088762e-11,-1.85915263
1.38755112e-10,0.00547038375,1.38755112e-10,-2.08553153
2.28047583e-10,0.00899425787,2.28047583e-10,-1.86134527
4.06632526e-10,0.0160504862,4.06632526e-10,-2.09097968
7.63802411e-10,0.030196555,7.63802411e-10,-1.87161655
1.47814218e-09,0.0586206843,1.47814218e-09,-2.11144388
2.90682172e-09,0.115977442,2.90682172e-09,-1.91108546
5.76418081e-09,0.232572103,5.76418081e-09,-2.18520339
1.1478899e-08,0.472110114,1.1478899e-08,-2.03837088
2.29083353e-08,0.967929185,2.29083353e-08,-2.36514137
4.5767208e-08,1.96911106,4.5767208e-08,-2.14819763
9.14849533e-08,3.71386499,9.14849533e-08,-1.9265169
1.50541818e-07,5.09733874,1.50541818e-07,-0.816656499
1.66e-07,5.27792972,1.66e-07,-0.823248099
1.66001e-07,5.27793912,1.66001e-07,-0.731626804
1.66003e-07,5.27795793,1.66003e-07,-0.701570674
1.66005783e-07,5.27798409,1.66005783e-07,-0.720343416
1.66009125e-07,5.27801552,1.66009125e-07,-0.71392028
1.6601e-07,5.27802374,1.6601e-07,-0.69761604
1.66010237e-07,5.27802597,1.66010237e-07,-0.626050491
1.66010711e-07,5.27803043,1.66010711e-07,-0.768638807
1.6601166e-07,5.27803935,1.6601166e-07,-0.66147384
1.66013557e-07,5.27805718,1.66013557e-07,-0.751347988
1.66015724e-07,5.27807756,1.66015724e-07,-0.670449633
1.66019264e-07,5.27811083,1.66019264e-07,-0.742985739
1.66025336e-07,5.2781679,1.66025336e-07,-0.671574748
1.66031444e-07,5.27822527,1.66031444e-07,-0.744231979
1.66040263e-07,5.27830805,1.66040263e-07,-0.67470236
1.66049953e-07,5.27839895,1.66049953e-07,-0.742510311
1.66069333e-07,5.27858054,1.66069333e-07,-0.674702391
1.66108095e-07,5.27894285,1.66108095e-07,-0.739852084
1.66185617e-07,5.27966403,1.66185617e-07,-0.670566032
1.66340662e-07,5.28109268,1.66340662e-07,-0.730978078
1.66650752e-07,5.28389524,1.66650752e-07,-0.653162302
1.67270932e-07,5.28928237,1.67270932e-07,-0.696172578
1.68511292e-07,5.29919304,1.68511292e-07,-0.584248049
1.70992012e-07,5.31562669,1.70992012e-07,-0.560798688
1.75953452e-07,5.33547841,1.75953452e-07,-0.323562535
1.85876333e-07,5.32741247,1.85876333e-07,-0.0799178177
2.05722093e-07,5.15406963,2.05722093e-07,0.476860568
2.45413614e-07,4.42456486,2.45413614e-07,0.925632807
2.98551039e-07,3.23675572,2.98551039e-07,0.961463676
3.50319211e-07,2.36592279,3.50319211e-07,0.466058559
3.93903002e-07,2.01559687,3.93903002e-07,0.138600916
4.4046948e-07,1.96991388,4.4046948e-07,-0.221638383
4.91172373e-07,2.13435346,4.91172373e-07,-0.289226901
4.9901e-07,2.16988228,4.9901e-07,-0.359722242
4.99011e-07,2.16988684,4.99011e-07,-0.292434026
4.99013e-07,2.16989596,4.99013e-07,-0.343101522
4.99016352e-07,2.16991125,4.99016352e-07,-0.301119199
4.99019937e-07,2.16992759,4.99019937e-07,-0.365969681
4.9902e-07,2.16992788,4.9902e-07,-0.512769057
4.99020126e-07,2.16992846,4.99020126e-07,-0.478429003
4.99020379e-07,2.16992961,4.99020379e-07,-0.329375352
4.99020884e-07,2.16993191,4.99020884e-07,-0.325381644
4.99021895e-07,2.16993652,4.99021895e-07,-0.330116445
4.99023488e-07,2.16994378,4.99023488e-07,-0.322402609
4.99026673e-07,2.16995831,4.99026673e-07,-0.329665892
4.99030373e-07,2.16997518,4.99030373e-07,-0.324488182
4.99036713e-07,2.1700041,4.99036713e-07,-0.328500257
4.99046181e-07,2.17004731,4.99046181e-07,-0.32547113
4.99060958e-07,2.17011483,4.99060958e-07,-0.328492051
4.99078069e-07,2.17019315,4.99078069e-07,-0.326581064
4.99103668e-07,2.17031057,4.99103668e-07,-0.329205906
4.99149196e-07,2.17052015,4.99149196e-07,-0.328425248
4.99240252e-07,2.17094218,4.99240252e-07,-0.332300931
4.99422363e-07,2.17179774,4.99422363e-07,-0.334846002
4.99786586e-07,2.17355468,4.99786586e-07,-0.344971586
5.00515031e-07,2.17725026,5.00515031e-07,-0.360051011
5.01971921e-07,2.18535619,5.01971921e-07,-0.394564874
5.04885702e-07,2.2043314,5.04885702e-07,-0.456124131
5.10713264e-07,2.25258037,5.10713264e-07,-0.574345048
5.22368387e-07,2.38445158,5.22368387e-07,-0.767821135
5.45678633e-07,2.7474061,5.45678633e-07,-1.02247023
5.92299125e-07,3.60990848,5.92299125e-07,-1.11654184
6.52299125e-07,4.53988661,6.52299125e-07,-0.80388391
6.65e-07,4.67863447,6.65e-07,-0.70759116
6.65001e-07,4.67864438,6.65001e-07,0.908394323
6.65003e-07,4.67866421,6.65003e-07,2.11059687
6.65006536e-07,4.67869926,6.65006536e-07,-1.57381001
6.6501e-07,4.67873361,6.6501e-07,-2.45980233
6.65010364e-07,4.67873722,6.65010364e-07,-7.55244463
6.65011093e-07,4.67874445,6.65011093e-07,-7.60898919
6.65012551e-07,4.6787589,6.65012551e-07,-7.47355773
6.65015467e-07,4.67878781,6.65015467e-07,-7.49018805
6.6502e-07,4.67883274,6.6502e-07,-5.49926362
6.65020518e-07,4.67883787,6.65020518e-07,-4.00144345
6.65021555e-07,4.67884815,6.65021555e-07,-3.51265867
6.65023629e-07,4.67886871,6.65023629e-07,-2.80007695
6.65027777e-07,4.67890981,6.65027777e-07,-1.07055264
6.65034206e-07,4.67897349,6.65034206e-07,-0.194727963
6.65043223e-07,4.67906278,6.65043223e-07,0.0985628067
6.65052666e-07,4.67915622,6.65052666e-07,-0.0845197494
6.65067035e-07,4.6792983,6.65067035e-07,0.0826759525
6.65095774e-07,4.67958202,6.65095774e-07,-0.0821236826
6.6515325e-07,4.6801478,6.6515325e-07,0.0820149208
6.65268203e-07,4.68127268,6.65268203e-07,-0.0818525709
6.65498108e-07,4.6834958,6.65498108e-07,0.0818932414
6.65957919e-07,4.6878358,6.65957919e-07,-0.081794712
6.66877541e-07,4.69609366,6.66877541e-07,0.0818648296
6.68716784e-07,4.71094384,6.68716784e-07,-0.0817811912
6.72395271e-07,4.73416673,6.72395271e-07,0.0818571358
6.79752245e-07,4.75619072,6.79752245e-07,-0.0817797496
